,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr
Indian Bank,14.67,,1554.99,1.67,21.5,35.09,35.09,27.46,2379.19,0.81,0.23,,586.19,459.18,535.27,510.1,13.27,,1714.07,1.53,20.05,38.79,38.79,27.92,2834.31,0.98,0.53,,953.92,510.1,723.71,740.31,12.1,,1746.97,1.31,20.36,39.57,39.57,21.39,2770.33,2.03,1.33,,1879.51,740.31,769.04,1850.78,9.14,,1581.14,1.02,14.66,35.8,35.8,16.82,2456.36,3.33,2.26,,2892.54,1850.78,1177.84,3565.48,6.41,,1158.95,0.67,9.9,26.07,26.07,14.63,2366.96,3.67,2.26,,2832.32,3565.48,1835.6,4562.2,4.94,,1005.17,0.54,7.07,21.62,21.62,15.32,2572.3,4.4,2.5,,3338.87,4562.2,2230.63,5670.44,0.54,,711.38,0.36,0.73,14.81,14.81,12.99,2245.73,6.66,4.2,,5711.68,5670.44,2555.08,8827.04,6.61,,1405.68,0.67,8.55,29.27,29.27,18.34,3228.46,7.47,4.39,,3330.66,8827.04,2292.56,9865.14,5.2,1405.68,1258.99,0.53,6.72,26.21,26.21,19.17,3524.34,7.37,3.81,,5041.23,9865.14,2916.23,11990.14,1.09,1258.99,321.95,0.12,1.44,6.7,6.7,13.29,2649.14,7.11,3.75,,6444.96,11990.14,5081.65,13353.45,2.85,321.95,753.36,0.26,3.98,14.33,14.33,18.47,4227.42,6.87,3.13,,5320.5,13353.45,4523.11,14150.84,6.41,,3004.68,0.5,11.22,26.61,26.61,19.26,8196.92,9.85,3.37,,9429.55,41997.71,12971.91,38455.35,3.54,3004.68,3944.82,0.63,4.5,32.38,32.38,21.5,9182.63,8.47,2.27,,10164.66,38455.35,13405.76,35214.25,6.19,,5281.7,0.77,7.82,42.41,42.41,23.08,11126.35,5.95,0.9,,7042.73,35214.25,14077.46,28179.53,6.99,,8062.94,1.07,9.15,63.23,63.23,21.12,12526.39,3.95,0.43,,6769.93,28179.53,13843.15,21106.31
Indian Overseas Bank,6.1,,706.96,0.53,11.65,12.98,12.98,15.53,1764.65,4.47,2.52,,3126.83,1923.41,1439.16,3611.08,8.01,,1072.54,0.71,14.95,19.63,19.63,19.42,2536.08,2.72,1.19,,2169.26,3611.08,2690.75,3089.59,5.34,,1050.13,0.52,11.42,16.93,16.93,15.34,2942.36,2.74,1.35,,3184.76,3089.59,2354.28,3920.07,2.49,,567.23,0.24,5.12,7.07,7.07,13.96,3095.63,4.02,2.5,,5600.61,3920.07,2912.72,6607.96,1.72,,601.74,0.23,3.29,6.05,6.05,12.15,2962.05,4.84,3.2,,6902.4,6607.96,4489.88,9020.48,-1.89,,-454.33,-0.16,-3.63,-3.68,-3.68,12.48,3280.51,8.02,5.68,,12015.96,9020.48,6113.99,14922.45,-14.41,,-2897.33,-0.97,-27.61,-19.86,-19.86,8.31,2101.04,17.4,11.89,,20998.38,14922.45,5872.2,30048.62,-15.53,-2897.33,-3416.74,-1.21,-28.9,-15.78,-15.78,10.96,2398.18,22.39,13.99,,13003.7,30048.63,7954.07,35098.26,-31.47,-3416.74,-6299.49,-2.33,-60.44,-23.25,-23.25,5.56,1120.47,25.28,15.33,,16824.79,35098.26,13742.9,38180.15,-18.34,-6299.49,-3737.88,1.35,-31.84,-6.83,-6.83,12.04,2391.29,21.97,10.81,,8844.54,38180.15,13626.56,33398.12,-42.61,-3737.88,-8527.4,-2.95,-64.25,-7.99,-7.99,6.84,1330.3,14.78,5.44,,7225.33,33398.12,20710.75,19912.7,3.64,831,831.47,0.31,5.79,0.51,0.51,18.89,3873.41,11.69,3.58,,3175.35,19912.7,6764.87,16323.18,7.83,1709,1709.54,0.59,9.77,0.92,0.92,16.79,3290.5,9.82,2.65,,5132.03,16323.18,6156.59,15298.62,6.81,,2098.79,0.76,7.59,0.34,0.34,16.57,3552.82,7.44,1.83,,4472.43,15298.62,5699.5,14071.55,8.53,,2655.62,,10.62,1.4,1.4,13.74,3654.53,,,,,,,
Indusind Bank Ltd.,11.06,,350.31,1.14,20.15,9.01,8.8,21.88,715.95,1.23,0.5,,221.6,255.02,221.15,255.47,13.47,,577.33,2.92,19.37,13.16,12.88,23.33,982.55,1.01,0.28,,190.38,255.47,179.99,265.86,6.43,,802.61,1.57,9.17,17.2,16.86,15.89,944.44,0.98,0.27,,286.45,265.86,205.23,347.08,12.66,,1061.18,1.63,17.68,21.83,21.4,21.83,1817.65,1.03,0.31,,527.77,347.08,417.07,457.78,13.88,,1408.02,1.81,17.53,26.85,26.41,24.37,2459.89,1.12,0.33,,624.24,457.78,461.23,620.79,14.59,,1793.72,1.9,19,33.99,33.41,25.63,3150.75,0.81,0.31,,887.29,620.79,945.16,562.92,15.03,,2286.45,1.91,16.54,39.68,39.26,26.72,4032.09,0.87,0.36,,848.65,562.92,634.75,776.82,15.42,2286.45,2867.89,1.86,15.24,48.06,47.56,28.87,5340.25,0.93,0.39,,1429.27,776.82,1151.22,1054.87,16.34,2867.89,3605.99,1.9,16.45,60.19,59.57,29.46,6472.21,1.17,0.51,,3324.55,1054.87,2674.51,1704.91,11.83,,3301.1,1.39,13.25,54.9,54.46,28.11,7815.77,2.1,1.21,,5386.83,1704.91,3144.33,3947.41,12.38,,4417.91,1.54,14.57,63.75,63.52,28.45,10113.06,2.45,0.91,,5829.87,3947.41,4630.54,5146.74,7.97,,2836.39,0.9,7.32,38.75,38.68,30.85,10904.79,2.67,0.69,,7664.07,5146.74,7015.82,5794.99,12.07,,4611.12,1.28,10.2,59.57,59.47,31.62,11908.45,2.27,0.64,,10102.87,5794.99,10380.71,5517.15,16.57,,7389.71,1.8,14.54,95.32,95.2,30.32,13303.09,1.98,0.59,,6892,5517.15,6582.89,5826.27,16.24,,8949.78,1.92,15.33,115.19,114.98,26.53,14427.34,1.92,0.57,,6033.05,5826.27,5165.94,6693.38
Industrial & Commercial Bank Of China Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,,23.12,2.35,,,,42.56,42.01,,,,,,,,23.49,,31.83,2.71,6.09,,,51.18,69.15,,,,,,,,22.98,,32.33,2.66,5.78,,,50.9,70.83,4.17,3.16,,48.01,,,48.01,4.86,,10.56,0.68,1.24,,,30.61,44.99,6.45,,,0.87,48.01,1.94,46.94,6.11,,18.44,0.69,1.99,,,16.75,32.06,5.09,,,0.24,46.94,,47.17,13.08,,36.57,1.06,5.93,,,25.08,70.12,3.85,,,2.88,47.17,,50.05,10.5,,31.74,0.9,4.38,,,26.55,71.95,8.59,,,36.8,50.05,51.61,35.24,20.12,,55.51,1.48,7.86,,,47.1,127.54,,,,,35.24,,,19.08,,54.32,1.58,5.43,,,27.59,52.8,,,,,,,,5.76,,14.81,0.36,1.8,,,11.27,27.63,,,,,,,
Industrial Bank Of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.65,,4.65,1.94,,,,42.17,8.29,,,,,,,,20.86,,4.67,1.67,2.07,,,39.88,8.93,,,,,,,,21.12,,5.86,1.78,2.46,,,43.06,11.6,,,,,,,,28.25,,11.21,2.48,3.24,,,56.98,21.26,,,,,,,,38.13,,20.68,3.21,4.5,,,69.23,35.15,,,,,,,
"J P Morgan Chase Bank, National Association",26.22,,72.93,2.53,17.31,,,46.56,124.06,,,,,,,,21.22,,106.79,1.71,12.15,,,48.85,245.11,,2.17,,61.77,,,61.77,29.37,,249.11,3.07,15.19,,,60.76,513.39,,2.12,,75.96,61.77,16.3,121.43,33.87,,443.86,4.21,18.32,,,63.68,718.93,,1.27,,29.5,121.43,89.45,61.48,0.38,,11.04,0.09,0.09,,,5.15,31.08,,2.88,,59.33,61.48,25.53,95.28,33.52,,484.89,3.56,12.93,,,63.08,839.97,,,,,95.28,68.07,27.21,31.53,,496.18,2.9,10.8,,,56.98,877.53,,,,,27.21,0.32,26.89,31.79,,672.68,3.07,12.37,,,54.57,1148.53,,,,,26.89,2.48,24.41,32.97,,813.4,3.51,13.19,,,57.88,1426.59,,,,,24.41,1,23.41,31.56,,871.2,3.6,12.76,,,58.11,1514.58,,,,,23.41,23.41,0,26.54,,703.09,2.4,10.46,,,52.6,1384.45,,,,,,,,33.47,,952.29,2.54,12.96,,,61.43,1721.18,,,,64.85,,64.85,,37.03,,1042.62,2.63,11.73,,,66.04,1802.6,,,,,,,,36.91,,1317.51,2.61,11.94,,,67.09,2369.27,,,,,,,,35.23,,1285.18,2.17,9.53,,,66.81,2382.17,,,,,,,
J S C Vtb Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.16,,-0.29,-0.26,,,,0,0,,,,,,,,-45.27,,-1.37,-1.16,-2.27,,,-41.44,-2.25,,,,,,,,-25.48,,-1.2,-1.03,-1.73,,,-21.61,-1.56,,,,,,,,7.88,,0.9,0.76,0.94,,,22.8,2.95,,,,,,,,16.6,,2.62,2.01,2.38,,,32.65,5.08,,,,,,,,15.22,,3.04,1.87,2.7,,,36.97,7.26,0,0,,0,,,,0.8,,0.19,0.15,0.12,,,35.92,6.2,,46.18,,21.55,,,21.55,-62.52,,-6.7,-5.99,-6.14,,,-18.08,-1.96,,22.78,,,21.55,1.65,19.9,-32.27,,-0.55,-0.44,-3.39,,,-40.76,-4.08,,54.56,,12.06,19.9,11.4,20.56,-831,,-22.54,26.22,-23.6,,,-402.59,-10.87,,100,,,20.56,0.75,19.81,-21440,,-10.72,,-13.61,,,-21440,-10.72,,,,,19.81,19.81,,32.74,,11.33,,4.61,,,32.74,3.65,,,,,,,
Jain Sahakari Bank Ltd.,2.45,,0.19,,4.38,,,5.24,0.4,,,,,,,,2.05,,0.15,,2.58,,,2.09,0.15,,,,,,,,2.76,,0.22,,2.79,,,1.15,0.09,,,,,,,,-21.04,,-1.33,,-19.67,,,-13.69,-0.85,,,,,,,,5.08,,0.33,,6.58,,,2.99,0.19,,,,,,,,11.92,,0.8,,13.63,,,9.36,0.61,,9.58,,1.99,8.59,2.87,7.71,15.46,,1.11,,15.64,,,12.79,0.89,,6.48,,0.36,7.71,1.34,6.73,8.94,,1.67,,,,,6.18,1.07,5.6,,,0.32,4.7,0.54,4.48,9.28,,1.91,,8.39,,,0.22,0.04,5.6,,,0.32,4.56,0.54,4.48,3.86,,0.73,,3.1,,,-1.65,-0.29,5.71,-0.02,,1.62,4.48,0.55,5.54,7.86,,1.5,,6.29,,,4.89,0.87,11.51,5.96,,11.9,5.54,6.67,10.78,0.58,,0.05,,0.42,,,-5.11,-0.83,15.13,9.28,,9.29,10.78,6.56,13.5,4.26,,0.68,,2.95,,,-9.73,-1.38,26,18.38,,13.84,13.5,6.53,20.81,-5.55,,-0.83,-3.43,-3.16,,,-8.94,-1.17,22.88,9.91,,4.06,20.81,6.85,18.03,-2.18,,-0.27,0.07,-1.17,,,-5.68,-0.68,23.49,9.11,,1.98,18.03,3.73,16.27
Jammu & Kashmir Bank Ltd.,14.59,,512.38,1.2,18.19,105.69,105.69,26.42,903.13,,0.28,,188.78,559.27,285.74,462.31,15.09,,615.2,1.22,18.96,126.9,126.9,25.35,1008.22,,,,289.14,462.31,232.63,518.83,15.54,,803.25,1.56,21.22,165.69,165.69,24.55,1240.5,,0.15,,314.68,518.83,316.91,516.6,15.94,,1055.1,1.7,23.56,217.65,217.65,25.7,1668.4,,0.14,,455,516.6,327.83,643.77,16.52,,1182.47,1.74,22.34,243.92,243.92,25.2,1770.9,1.66,0.22,,410.6,643.77,270.95,783.42,6.18,,508.6,0.7,8,10.49,10.49,21.15,1560.94,5.97,2.77,,2525.8,783.42,545.14,2764.08,5.66,,416.03,0.57,6.64,8.58,8.58,21.3,1537.69,8.32,4.31,,2383.22,2764.08,778.69,4368.61,-22.74,416.04,-1632.29,-2.04,-28.47,-33.59,-33.59,15.39,1080.69,11.2,4.87,,3278.42,4368.61,1647.02,6000.01,0.81,-1632.29,202.72,0.25,1.09,3.64,3.64,16.34,1122.88,9.96,4.9,,3104.69,60001.01,3098,6006.7,4.48,202.72,464.88,0.49,6.6,8.35,8.35,16.84,1371.26,8.97,4.89,,2964.6,6006.7,2749.95,6221.35,-13.15,465,-1139.41,-1.1,-20.83,-15.97,-15.97,14.8,1300.72,10.97,3.48,,4053.79,6221.35,2603.51,7671.63,4.86,,432.12,0.38,7.63,6.06,6.06,15.69,1348.2,9.67,2.95,,1106.89,7671.62,1823.77,6954.75,5.45,,501.56,0.42,7.39,6.04,6.04,7.63,638.82,8.67,2.49,,3130.87,6954.75,3565.08,6520.54,11.34,,1197.38,0.89,14.56,12.43,12.43,13.96,1341.92,6.04,1.62,,7446.61,6520.54,8762.72,5204.43,11.08,,1767.27,1.22,13.6,16.8,16.8,13.5,1561.97,4.08,0.79,,1111.62,5204.43,2359.86,3956.19
Jana Small Finance Bank Ltd.,-45.33,,-5.41,,-85.35,-122.32,-122.32,-22.68,-2.67,,,,,,,,-21.01,,-2.29,,-12.2,-50.1,-50.1,-9.88,-1.51,,,,,,,,-4.58,,-2.18,,-4.93,-31.17,-31.17,2.17,1.03,,,,,,,,10.66,,18.06,,,126.26,126.26,16.95,28.59,,,,,,,,12.4,,50.63,,16.41,200.11,192.13,21.93,89.25,,,,,,,,9.78,,74.06,,10.87,211.89,211.15,17.28,130.1,,,,,,,,9.12,,160.29,,15.49,74.27,74.16,18.4,326.56,,,,,,,,5.72,,170.11,1.31,9.53,62.38,62.38,18.67,555.08,,0.55,,181.32,22.6,122.11,81.77,-160.92,,-2503.8,-20.52,-131.86,-787.88,-787.88,-62.97,-1011.75,,27.72,,4436.32,81.77,1335.26,3182.82,-144.08,,-1949.06,-16.48,-190.82,-471.84,-471.84,-43.35,-586.23,,4.39,,560.53,3182.83,3220.77,522.59,-6.14,,30.13,0.26,-19.56,6.21,5.9,5.05,113.63,,141,,230.42,522.59,432.2,320.81,1.21,,84.31,0.52,3.47,16.62,15.7,15.1,404.51,7.24,5.33,,828.19,320.81,291.01,857.98,-3.35,,5.41,0.03,-9.88,1.06,0.99,16.97,504.63,5.71,3.95,,1304.24,857.98,1405.31,756.9,-0.66,,255.97,1.13,-1.76,47.47,42.64,20.46,692.91,3.94,2.64,,1311.14,756.9,1358.85,709.19,7.49,,669.54,2.37,13.4,90.85,90.72,19.52,880.09,2.11,0.56,,1110.96,709.19,1325.82,494.33
Janakalyan Sahakari Bank Ltd.,-7.8,,-5.57,0.26,-6.18,0.83,0.83,-11.36,-9.91,,,,10.59,156.89,31.03,136.46,4.57,,5.57,0.55,4.18,1.85,1.85,1.31,1.4,,,,8.67,136.46,49.72,95.41,2.06,,2.48,0.84,2.35,2.6,2.6,-2.83,-3.39,,,,9.37,95.41,28.22,76.57,9.27,,25.42,1.39,12.23,4.26,4.26,5.71,7.92,,,,7.69,76.57,24.52,59.74,20.91,,42.84,1.93,27.92,6.26,6.26,9.11,15.01,,,,32.9,59.74,14.9,77.74,6.41,,26.21,0.75,8.63,2.51,2.51,2.89,5.33,,,,31.9,77.74,33.14,76.5,6.04,,17.67,0.75,,2.88,2.88,6.07,13.17,6.59,2.83,,16.04,94.1,14.61,95.53,-0.43,,2.26,0.09,-0.51,0.38,0.38,1.94,4.04,7.86,3.29,,47.36,95.53,26.83,116.06,8.87,,19.55,0.04,9.53,0.19,0.19,3.16,6.53,,,,34.47,116.06,14.53,135.99,-6.77,,5.23,0.18,-7.04,0.92,0.92,0.42,0.9,,,,74.45,135.99,82.48,127.96,-0.93,,17.52,0.69,-0.96,3.2,3.2,4.94,10.97,10.26,2.72,,30.65,127.96,68.64,89.97,-15.42,,10.01,0.42,-14.36,1.94,1.94,1.62,3.26,10.9,9.63,,167.95,89.97,94.06,163.86,-22.32,,1.26,0.05,-18.88,0.25,0.25,5.06,9.28,18.1,13.32,,95.81,163.86,49.08,210.59,-13.38,,1.4,0.06,-10.49,0.29,0.29,11.7,22.05,16.93,5.84,,87.34,210.59,133.44,164.49,-26.26,1.4,2.13,0.09,-16.24,0.48,0.48,-8.06,-12.51,22.83,13.87,,113.65,201.93,7.62,201.93
Janaseva Sahakari Bank (Borivli) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56,,0.58,,,,,7.25,0.55,,,,,,,,20.96,,1.96,,28.57,,,27.65,2.56,,,,,,,,12.7,,2.52,0.64,,,,10.31,1.99,,,,,,,,15.27,,3.33,0.53,14.32,,,19.09,4,,,,,,,,16.72,,4.34,0.57,16.3,,,23.35,5.91,,,,3.53,10.86,2.41,11.98,14.45,,4.15,0.63,13.75,,,18.04,5.03,,,,4.55,11.98,1.98,14.55,3.22,,2.42,0.45,,3.11,,5.78,4.32,,,,36.29,28.04,6.85,57.48,-3.21,,-1.95,0.23,-3.57,2.79,,-5.35,-3.59,,,,6.18,57.48,19.87,43.8,6.35,,4.87,0.24,7.47,2.94,,8.08,5.93,,,,17.83,43.8,25.92,35.71,2.07,,1.48,0.14,2.13,1.64,,5.53,3.73,,,,8.73,35.71,3.38,41.05,-1.6,,-0.97,-1.2,-1.32,-15.01,,-7.3,-3.95,22.23,15.19,,33.5,41.05,6.88,67.68,-25.26,,-12.71,-0.77,-21.57,-9.38,,-4.16,-2.09,16.94,11.1,,8.08,67.68,29.41,46.35,-3.44,,-1.49,0.02,-3.22,0.25,,-4.34,-2.11,12.2,6.31,,8.13,46.34,22.35,32.13
Janata Sahakari Bank Ltd.,4.49,,5.38,,,,,3.71,4.42,,,,,,,,-2.73,,10.72,,-3.17,,,-3.82,-5.29,,,,,,,,3.59,,13.16,,4.48,,,2.59,4.07,,,,,,,,2.19,,4.25,0.24,,,,-0.41,-0.75,,28.18,,70.69,444.72,21.28,494.13,4.73,,10.72,0.42,5.03,,,1.59,2.54,,30.7,,26.62,494.13,38.82,481.93,-2.54,,8.7,0.02,-2.48,,,-7.32,-10.55,,21.2,,13.03,481.93,87.08,407.88,11.04,,100.15,0.76,,,,13.2,116.41,4.54,2.26,,147.99,127.38,42.82,,13.06,,121.97,0.39,16.95,,,12.77,116.5,8.99,4.89,,327.76,232.56,48.81,511.5,2.74,,24.34,0.39,3.24,,,9.99,87.34,6.92,4.44,,232.72,511.5,349.34,394.88,11.49,,99.38,0.32,12.5,14.24,14.24,10.83,90.21,9.17,5.31,,292.83,394.88,207.46,480.25,4.21,,45.76,0,4.18,0.08,0.08,9.82,82.24,13.71,9.55,,372.49,480.25,132.64,720.1,-3.61,,2.47,-0.59,-3.56,-50.6,-50.6,16.2,138.04,9.92,7.06,,128.27,720.1,354.41,493.96,11.72,,94.79,0.01,9.56,0.59,0.59,9.64,70,8.14,4.6,,133.37,493.96,238.73,388.59,19.23,,150,0.08,13.73,3.77,3.77,14.59,104.28,6.52,2.8,,69.06,388.59,124,333.64,3.9,,49.63,0.45,2.69,22.52,22.52,11.08,84.51,5.33,2.65,,96.6,333.64,128.32,301.92
K B C Bank N V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.32,,-0.54,,,,,-62.07,-0.36,,,,,,,,3.49,,1.91,,1.57,,,9.65,2.57,,,,,,,34.31,2.2,,1.29,,2.16,,,5.75,3.43,,,,,,,,-61.44,,-13.36,-6.34,-24.42,,,-59.89,-13.02,,,,,0.34,0.34,
Kalupur Commercial Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.68,,6.51,,,,,21.77,8.92,,,,,,,,25.72,,13.19,,15.12,,,24.76,12.54,,,,,,,,16.37,,11.19,,9.46,,,15.39,10.4,,,,,,,,24.82,,23.34,,15.12,,,26.72,24.83,,,,,,,,13.42,,18.7,,10.09,,,18.66,25.75,,,,,,,,27.95,,43.09,2.03,,,,34.69,52.41,,,,,,,185.94,30.21,,41.18,1.43,8.6,,,38.32,50.78,,,,,,,157.73
Kalyan Janata Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,,14.4,1.03,,,,12.43,25.67,2.58,0.49,,19.29,30.42,15.19,34.51,8.39,,21.72,0.71,10.79,7.15,7.15,10.64,25.17,3.73,1.92,,31.51,34.51,6.57,59.45,2.95,,9.49,0.68,4.38,7.38,7.38,8.45,23.6,4.13,2.41,,42.04,59.45,23.95,77.54,5.79,,25.09,0.65,7.65,7.03,7.03,7.11,18.87,5.71,3.77,,57.5,77.54,19.25,115.8,2.91,,30.19,0.61,3.55,6.46,6.46,7.08,19.97,3.67,2.05,,38.18,115.8,75.8,78.18,4.45,,20.57,0.55,5.03,4.28,4.28,5.15,14.71,5.19,2.83,,39.53,78.18,16.17,101.54,2.66,,27.63,0.55,2.86,4.42,4.42,6.88,19.21,5.24,2.93,,32.86,101.54,30.06,104.34,2.3,,25.12,0.56,2.29,4.63,4.63,4.4,11.34,5.13,3.27,,34.66,104.34,38.33,100.67,9.9,,36.85,-0.57,9.12,-4.93,-4.93,2.16,5.35,5.73,3.12,,44.19,100.67,21.53,123.33
Kapol Co-Op. Bank Ltd.,-1.3,,3.37,0.18,-1.21,,,-2.79,-1.41,,,,3.15,18.96,2.47,19.65,12.06,,7.77,0.39,14.78,,,10.23,6.43,,,,2.82,19.65,4.85,17.61,7.14,,5.05,0.31,10.39,,,4.96,3.56,,,,12.13,17.61,5.25,24.49,0.67,,1.12,0.32,1.11,,,-2.99,-2.39,,,,6.97,24.49,16.79,14.66,3.57,,3.33,0.29,6.59,,,9.99,9.61,,,,8.18,14.66,4.7,18.15,3.17,,4.15,,,,,0.76,0.92,,,,,,,,-4.85,,-7.04,,-9.34,,,-8.83,-9.75,,,,,,,,-19.22,,-12.67,,-36.31,,,-24.24,-21.2,,,,,,,,-47.66,,-24.04,,-87.69,,,-56.53,-26.69,,,,,,,,-146.08,,-31.39,,,,,-154.17,-32.16,,,,35.79,118.02,14.17,139.64,-137.44,,-22.47,,,-23.18,-23.18,-143.21,-22.37,,,,8.15,139.64,6.4,141.38,-131,,-21.52,,,-23.18,-23.18,-134.73,-20.83,,,,5.71,141.38,8.89,138.2,-209.38,,-24.71,-7.8,,-15.88,-15.88,-160.65,-18.7,94.42,70.18,,0.66,138.2,0.33,138.52,-165.46,,-23.49,-7.8,,-15.09,-15.09,-68.52,-9.88,95.45,33.37,,,,,,-164.56,,-8.24,-1.47,,-5.3,-5.3,-157.84,-12.28,96.48,39.71,,,,,
