,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr
Bharat Overseas Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,12.5,,,,,,,13,,,,,,13,,,,,,,13.7,,,,,,13.7,,,,,,,12.68,,,,,,12.68,,,,,,,14.43,,,,,,14.43,,,,,,,14.52,,,,,,14.52,,,,,,,13.87,,,,,,13.87,,,,,,,16.25,,,,,,16.25,,,,,,,14.95,,,,,,14.95,,,,,,,11.24,,,,,,11.24,,,,,,
Bharat Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharatiya Mahila Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.51,,270.51,,,,,,,,,,,193.09,,193.09,,,,,,,,,,,130.7,,130.7,,,,130.7,0.29,130.41
Bombay Mercantile Co-Op. Bank Ltd.,,,,,,,,,,,,,,-15.99,,,,,,-15.99,,,,,,,-13.14,,,,,,-13.14,,,,,,,-14.42,,,,,,-14.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01,,,,,,9.01,,,,,,,7.28,,,,,,7.28,,,,,,,13.15,,,,,,13.15,,,,,,,9.15,,,,,,9.15,,,,,,,13.92,,,,,,13.92,,,,,,,17.57,,,,,,17.57,,,,,,,17.26,,,,,,17.26,,,,,,
British Bank Of The Middle East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.02,,,,,,12.02,,,,,,,10.01,,,,,,10.01,,,,,,,8.24,,,,,,8.24,,,,,,
C S B Bank Ltd.,10.82,,10.82,,,,10.82,,,10.82,,,,11.22,,11.22,557.44,,,11.22,557.44,4969.15,11.22,,,,,,11.08,608.01,,,11.08,608.01,5488.2,11.08,,,,,,12.29,736.55,,,12.29,736.55,5993.82,12.29,,,,,,11.25,0,11,,11,,0,11.25,11,1.93,9.07,,,11.05,,11,,11,,,11.05,11,1.74,9.26,,,10.59,,10.55,,10.55,,,10.59,10.55,0.8,9.76,,,12.18,,12.15,838.75,12.15,838.75,,12.18,11.54,0.61,11.54,,,9.92,,9.91,,9.91,,,9.92,9.45,0.46,9.45,,,,,16.7,,16.7,,,,16.7,0.67,16.03,,,,,22.46,,22.46,,,,22.46,0.67,21.79,,,,,21.37,2100.58,21.37,2100.58,,,21.37,1.41,19.96,,,,,25.9,2581.39,25.9,2581.39,,,25.9,1.55,24.35,,,,,27.1,3170.73,27.1,3170.73,,,27.1,1.23,25.87,,,,,24.47,3852.67,24.47,3852.67,,,24.47,1.36,23.1
Canara Bank,,,13.43,20232.58,,,13.43,20232.58,150623,13.43,,,,,,15.38,27094.71,,,15.38,27094.71,176136,15.38,,,,,,13.76,29007.77,,,13.76,29007.77,210875,13.76,,,,,,12.4,30164.19,,,12.4,30164.19,243348,12.4,,,,,,11.14,34696.55,10.63,,10.63,34696.55,312226,11.14,10.63,2.95,7.68,,,10.98,37479,10.56,,10.56,37479,342248,10.98,10.56,2.54,8.02,,,,,11.08,,11.08,,,,11.08,2.28,8.8,,,,,12.86,43594,12.86,43594,,,12.96,3.08,9.88,,,,,13.22,46504,13.22,46504,,,,,,,,,,11.9,41933,11.9,41933,,,,,,,,,,13.65,49256,13.65,49256,,,13.65,3.53,10.12,,,,,13.18,69843.51,13.18,69843.51,,,13.18,3.1,10.08,,,,,14.9,80215.67,14.9,80215.67,,,14.9,2.99,11.91,,,,,16.68,94702.64,16.68,94702.64,,,16.68,2.9,13.78,,,,,16.28,108966.91,16.28,108966.91,,,16.28,2.33,13.78
Capital Small Finance Bank Ltd.,16.28,,,,,,16.28,,,,,,,15.55,,,,,,15.55,,,,,,,15.73,,,,,,15.73,,,,,,,15.58,,,,,,15.58,,,,,,,15.01,,,,,,15.01,,,,,,,15.22,,,,,,15.22,,,,,,,17.2,,,,,,17.2,,,,,,,,,22.95,,,,22.95,,,22.95,,,,19.66,,19.66,,,,19.66,,1698.21,19.66,,,,16.4,,17.47,,,,17.47,,2333.05,17.47,,,,19.11,,19.11,,,,19.11,,2824.15,19.11,,,,19.8,,19.8,,,,19.8,,3038.02,19.8,,,,18.63,,18.63,,,,18.63,,3716.9,18.63,,,,18.87,,18.87,,,,18.87,,4284.43,18.87,,,,27.39,,27.39,,,,27.39,,5124.04,27.39,27.39,4.59,22.8
Central Bank Of India Ltd.,10.81,,12.23,11276.9,,,12.23,11276.9,92181,12.23,,,,10.74,,11.64,13577.47,,,11.64,13577.47,116619,11.64,,,,11.96,,12.4,17464.05,,,12.4,17464.05,140823,12.4,,,,11.33,,11.49,20421.06,,,11.49,20421.06,17765807,11.49,,,,,,11.96,21869,9.87,,9.87,21869,,11.96,9.87,2.5,7.37,,,11.89,23269,10.9,,10.9,23269,,11.89,10.9,2.85,8.05,,,11.07,21946,10.4,,10.4,21946,,11.07,10.41,2.21,8.2,,,11.28,19470,10.94,,10.94,19470,,11.28,10.95,2.33,8.62,,,,,9.04,,9.04,,,,9.04,2.03,7.01,,,,,9.61,,9.61,,,,9.61,2.12,7.49,,,,,11.72,,11.72,,,,11.72,2.39,9.33,,,,,14.81,22063.04,14.81,22063.04,,,14.81,1.99,12.82,,,,,13.84,20559.87,13.84,20559.87,,,13.84,2.36,11.48,,,,,14.12,165934.44,14.12,165934.44,,,14.12,2.01,12.11,,,,,15.08,29003.97,15.08,29003.97,,,15.08,2.62,12.46
Centurion Bank Of Punjab Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,27,,,,,,,20,,,,,,20,,,,,,,8.45,,,,,,8.45,,,,,,,15.62,,,,,,15.62,,,,,,,16.49,,,,,,16.49,,,,,,,6.74,,,,,,6.74,,,,,,,3.02,,,,,,3.02,,,,,,,7.49,,,,,,7.49,,,,,,,21.42,,,,,,21.42,,,,,,,12.52,,,,,,12.52,,,,,,,11.05,,,,,,11.05,,,,,,
Chase Manhattan Bank N A [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27,,,,,,18.27,,,,,,,13.03,,,,,,13.03,,,,,,,12.53,,,,,,12.53,,,,,,,45.86,,,,,,45.86,,,,,,,43.77,,,,,,43.77,,,,,,,85.88,,,,,,85.88,,,,,,
Chembur Nagarik Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93,,,,,,11.93,,,,,,,20.57,,,,,,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25,37.19,,,,,13.25,37.19,,,,,,13.34,40.35,,,,,13.34,40.35,,,,,,11.36,41.61,,,,,11.36,41.61,,,,,,12.68,41.69,,,,,12.68,41.69,,,,,,14.33,43.32,,,,,14.33,43.32,,,,,,12.72,39.34,,,,,12.72,39.34,,,,,,9.99,31.04,,,,,9.99,31.04,,,,,
Chinatrust Commercial Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.09,,,,,,84.09,,,,,,,146.33,,,,,,146.33,,,,,,,28.25,,,,,,28.25,,,,,,,25.56,,,,,,25.56,,,,,,,40.11,,,,,,40.11,,,,,,,36.96,,,,,,36.96,,,,,,,39.98,,,,,,39.98,,,,,,
Cho Hung Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,46,,,,,,,42,,,,,,42,,,,,,,38,,,,,,38,,,,,,,35,,,,,,35,,,,,,,27.65,,,,,,27.65,,,,,,,37.17,,,,,,37.17,,,,,,,54.43,,,,,,54.43,,,,,,,55.31,71.63,,,,,55.31,71.63,,,,,,79366.07,117.04,,,,,79366.07,117.04,,,,,
Citibank N A,20.76,,18.14,,,,18.14,,,18.14,,,,18.32,,17.31,16571.19,,,17.31,16571.19,6351.05,17.31,,,,16.58,,16.03,17219.97,,,16.03,17219.97,5350.42,16.03,,,,16.1,,15.9,18251.53,,,15.9,18251.53,9981.09,15.9,15.9,1.09,14.81,14.38,,0,0,16.49,,16.49,,0,0,16.49,1.14,15.35,,,,,15.3,,15.3,,,,32.48,2.18,30.3,,,,,15.76,,15.76,,,,15.76,0.91,14.85,,,,,17.63,,17.63,,,,17.63,0.92,16.71,,,,,17,,17,,,,17,0.68,16.32,,,,,16.49,,16.49,,,,16.49,0.89,15.6,,,,,15.61,,15.61,,,,15.9,1.84,14.06,,,,,16.22,25850.71,16.22,25850.71,,,16.22,1.77,14.45,,,,,17.43,27203.91,17.43,27203.91,,,17.43,1.69,15.74,,,,,20.68,31317.46,20.68,31317.46,,,20.68,1.98,18.7,,,,,18.71,35369.93,18.71,35369.93,,,,,
Citizencredit Co-Op. Bank Ltd.,19.15,165.7,,,,,19.15,165.7,,,,,,17.82,182.02,,,,,17.82,182.02,,,,,,16.77,200.23,,,,,16.77,200.23,,,,,,18.77,219.46,,,,,18.77,219.46,,,,,,20.62,245.75,,,,,20.62,245.75,,,,,,,,,,,,,,,,,,,18.97,,,,,,18.97,,,,,,,18.68,,,,,,18.68,,,,,,,20.24,,,,,,20.24,,,,,,,19.64,,,,,,19.64,,,,,,,22.42,335.96,,,,,22.42,335.96,,,,,,22.08,334.03,,,,,22.08,334.03,,,,,,24.76,351.84,,,,,24.76,351.84,,,,,,22.75,364.73,,,,,22.75,364.73,,,,,,23.53,385.5,,,,,23.53,385.5,,,,,
City Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Union Bank Ltd.,12.09,,13.46,872.44,,,13.46,872.44,,13.46,,,,11.09,,12.75,1057.46,,,12.75,1057.46,,12.75,,,,10.81,,12.57,1313.84,,,12.57,1313.84,,12.57,,,,11.46,,13.98,1685.99,,,13.98,1685.99,,13.98,,,,,,15.11,0,15.01,,15.01,,,15.11,15.01,0.58,14.43,,,16.59,,16.52,,16.52,,,16.59,16.52,0.49,16.03,,,15.8,,15.58,,15.58,,,15.8,15.58,0.49,15.09,,,,,15.83,,15.83,,,,15.83,0.48,15.35,,,,,16.22,,16.22,,,,16.22,0.43,15.79,,,,,15.55,,15.55,,,,15.55,0.52,15.03,,,,,16.76,,16.76,,,,16.76,0.96,15.8,,,,,19.52,5882.29,19.52,5882.29,,,19.52,1.07,18.45,,,,,20.85,6657.75,20.85,6657.75,,,20.85,1.07,19.78,,,,,22.34,7541.02,22.34,7541.02,,,22.34,1.07,21.27,,,,,23.73,8475.65,23.73,8475.65,,,23.73,1.04,22.69
Co-Operative Bank Of Ahmedabad Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co-Operative Bank Of Rajkot Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.61,,,,,,28.61,,,,,,,30.63,,,,,,30.63,,,,,,,29.25,,,,,,29.25,,,,,,
Coastal Local Area Bank Ltd.,20.87,,,,,,20.87,,,,,,,28.28,,,,,,28.28,,,,,,,32.23,,,,,,32.23,,,,,,,27.78,,,,,,27.78,,,,,,,28.24,,,,,,28.24,,,,,,,36.2,,,,,,36.2,,,,,,,28.22,,,,,,28.22,,,,,,,25.65,,,,,,25.65,,,,,,,24.55,,,,,,24.55,,,,,,,19.86,,,,,,19.86,,,,,,,21.25,,,,,,21.25,,,,,,,23,,,,,,23,,,,,,,24.21,,,,,,24.21,,,,,,,28.46,,,,,,28.46,,,,,,,29,,,,,,29,,,,,,
Commerzbank A G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.46,,,,,,60.46,,,,,,,15.39,,,,,,15.39,,,,,,,12.81,,,,,,12.81,,,,,,,15.81,,,,,,15.81,,,,,,,17.58,,,,,,17.58,,,,,,,15.05,,,,,,15.05,,,,,,,171.58,,,,,,171.58,,,,,,
Commonwealth Bank Of Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperatieve Rabobank U A,,,,,,,,,,,,,,,,,,,,,,,,,,,117.29,595.38,123.86,595.38,,,123.86,595.38,480.7,123.86,,,,65.83,599.93,70.34,599.93,,,70.34,599.93,852.96,70.34,,,,,,0,0,39.04,608.11,39.04,608.11,0,0,39.04,0.32,38.72,,,,,33.08,613.09,33.08,613.09,,,33.08,0.29,32.79,,,,,47.05,1246.3,47.05,1246.3,,,47.05,0.35,46.7,,,,,35.3,,35.3,,,,35.3,0.47,34.83,,,,,27.29,,27.29,,,,26.48,0.81,26.48,,,,,26.07,,26.07,,,,26.07,1.09,24.98,,,,,38.33,,38.33,,,,38.33,0.98,37.35,,,,,35.51,,35.51,,,,35.51,1.03,34.48,,,,,27.92,909.54,27.92,909.54,,,27.92,1.04,26.88,,,,,74.4,929.65,74.4,929.65,,,,,,,,,,160.76,985.15,160.76,985.15,,,,,
Corporation Bank [Merged],13.92,,,,,,13.92,,,,,,,12.76,,,,,,12.76,,,,,,,12.09,,,,,,12.09,,,,,,,13.66,,13.61,7776.14,,,13.61,7776.14,,13.61,,,,15,,15.37,10737.49,,,15.37,10737.49,,15.37,,,,12.9,,14.11,12706.2,,,14.11,12706.2,,14.11,,,,11.94,,13,13767.09,,,13,13767.09,,13,,,,11.38,,12.33,15166.2,,,12.33,15166.2,,12.33,,,,,,12.21,,11.65,,11.65,,,12.21,,,,,,11.8,,11.09,,11.09,,,11.8,,,,,,10.88,,10.56,,10.56,,,10.88,,,,,,11.9,,11.32,,11.32,,,11.9,9.23,1.96,7.27,,,,,9.23,,9.23,,,,9.23,1.96,7.27,,,,,12.3,,12.3,,,,12.3,1.78,10.52,,,,,11.53,,11.53,,,,11.54,2.49,9.05
Cosmos Co-Operative Bank Ltd.,12.32,569.35,,,,,12.32,569.35,,,,,,12.03,801.24,,,,,12.03,801.24,,,,,,12.56,1065.07,,,,,12.56,1065.07,,,,,,12.82,1200.87,,,,,12.82,1200.87,,,,,,11.95,1283.5,,,,,11.95,1283.5,,,,,,11.25,1301,,,,,11.25,1301,,,,,,13.74,1612.79,,,,,13.74,1612.79,,,,,,15.38,,,,,,15.38,,,,,,,13.95,,,,,,13.95,,,,,,,12.89,1572.89,,,,,12.89,1572.89,,,,,,12.3,1512.35,,,,,12.3,1512.35,,,,,,12.54,1526.99,,,,,12.54,1526.99,,,,,,13.19,1643.15,,,,,13.19,1643.15,,,,,,13.54,1792.88,,,,,13.54,1792.88,,,,,,15.43,2334.99,,,,,15.43,2334.99,,,,,
Credit Agricole Corporate & Invst. Bank,13.2,,,,,,13.2,,,,,,,19.5,,,1739.79,,,19.5,1739.79,,,,,,13.98,,,1768.73,,,13.98,1768.73,,,,,,14.34,,,2152.02,,,14.34,2152.02,,,,,,,,17.27,2297.77,17.27,,17.27,2297.77,13301.17,17.27,,,,,,,0,16.05,,16.05,,,,16.05,3.31,12.74,,,,,13.47,,13.47,,0,,13.47,2.04,11.43,,,,,12.85,,12.85,,,,12.85,1.44,11.41,,,,,16.83,,16.83,,,,16.83,3.83,13,,,,,14.8,,14.8,,,,14.8,3.33,11.47,,,,,12.74,,12.74,,,,12.74,2.48,10.26,,,,,12.43,,12.43,,,,12.43,2.26,10.17,,,,,13.89,,13.89,,,,13.89,2.34,11.55,,2824.07,,,14.87,,14.87,2824.07,,,14.87,2.26,12.61,,2843.63,,,13.65,,13.65,2843.63,,,13.65,2.03,11.62
Credit Lyonnais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86,,,,,,8.86,,,,,,,8.7,,,,,,8.7,,,,,,,9.9,,,,,,9.9,,,,,,,9.7,,,,,,9.7,,,,,,,10.6,,,,,,10.6,,,,,,,10.3,,,,,,10.3,,,,,,,20.9,,,,,,20.9,,,,,,,21.7,,,,,,21.7,,,,,,
Credit Suisse A G (Mumbai),,,,,,,,,,,,,,476.41,1121.24,453.59,,,,453.59,1121.24,247.19,453.59,,,,158.36,1214.69,117.49,,,,117.49,1214.69,1029.22,117.49,,,,65.86,,60.06,,60.07,,60.07,,2175.27,60.06,,,,0,,0,,19.93,,19.93,,0,0,19.93,0.28,19.65,,,,,20.02,,20.02,,,,20.02,0.37,19.65,,,,,26.17,,26.17,,,,26.17,0.55,25.62,,,,,34.57,,34.57,,,,34.57,0.37,34.2,,,,,36.81,,36.81,,,,36.81,0.31,36.5,,,,,42.02,,42.02,,,,42.02,0.31,41.71,,,,,33.78,,33.78,,,,33.78,0.22,33.56,,,,,34.62,4417.65,34.62,4417.65,,,34.62,2.01,32.61,,,,,60.02,4729,60.02,4729,,,60.02,4.29,55.73,,,,,46.96,4989.05,46.96,4989.05,,,46.96,3.18,43.78,,,,,86.97,4804.64,86.97,4804.64,,,,,
D B S Bank India Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D B S Bank Ltd.,55.49,,,,,,55.49,,,,,,,35.06,,,,,,35.06,,,,,,,31.33,,,,,,31.33,,,,,,,29.24,,,,,,29.24,,,,,,,21.25,,18.15,,,,18.15,,,18.15,,,,18.4,,15.7,1808.96,,,15.7,1808.96,,15.7,,,,13.64,,16.96,2143.18,,,16.96,2143.18,,16.96,,,,12.11,,14.98,2500.79,,,14.98,2500.79,,14.98,,,,13.01,,14.38,3506.98,,,14.38,3506.98,,14.38,,,,12.04,,12.99,3423.77,,,12.99,3423.77,,12.99,,,,,,0,0,13.81,,13.81,,,0,13.81,,11.77,,,,,17.01,,17.01,,,,17.01,,10.79,,,,,18.64,,18.64,,,,,,,,,,,16.49,,16.49,,,,16.49,4.87,11.62,,,,,16.14,,16.14,,,,16.14,4.8,11.34
D C B Bank Ltd.,0,,14.85,657.34,,,14.85,657.34,,14.85,,,,,,13.25,,,,13.25,,,13.25,,,,14.8,892.07,15.41,892.07,,,15.41,892.07,5790.66,15.41,,,,13.09,1007.74,13.61,1007.74,,,13.61,1007.74,7402.87,13.61,,,,,,13.84,1153.78,13.71,1166.78,13.71,1166.78,8336.96,13.84,13.71,0.85,12.86,,,15.05,1569.16,14.95,1584.76,14.95,1584.76,10424.01,15.05,14.95,0.74,14.21,,,14.03,1836.99,14.11,1895.02,14.11,1895.02,13092.73,14.03,14.11,1.32,12.79,,,,,13.76,2378.67,13.76,2378.67,,,13.76,1.89,11.87,,,,,16.47,3418.48,16.47,3418.48,,,16.47,3.75,12.72,,,,,16.81,3727.59,16.81,3727.59,,,16.81,3.71,13.1,,,,,17.75,4153.09,17.75,4153.09,,,17.75,3.85,13.9,,,,,19.67,4559.2,19.67,4559.2,,,19.67,4.18,15.49,,,,,18.92,4599.61,18.92,4599.61,,,18.92,3.08,15.84,,,,,17.55,4953.28,17.55,4953.28,,,17.55,2.37,15.18,,,,,16.59,5446.59,16.59,5446.59,,,16.59,2.06,14.53
Deccan Merchants Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.09,,,,,,16.09,,,,,,,15.76,,,,,,15.76,,,,,,,17.95,12.26,,,,,17.95,12.26,,,,,,16.54,13.54,,,,,16.54,13.54,,,,,
Dena Bank [Merged],9.48,,,,,,9.48,,,,,,,11.91,,,,,,11.91,,,,,,,10.62,,,,,,10.62,,,,,,,11.52,,,,,,11.52,,,,,,,11.09,,,,,,11.09,,,,,,,10.73,,12.07,3179.5,,,12.07,3179.5,,12.07,,,,10.65,,12.77,3836.69,,,12.77,3836.69,,12.77,,,,11.04,,13.41,4949.41,,,13.41,4949.41,,13.41,,,,10.07,,11.51,5821.92,,,11.51,5821.92,,11.51,,,,9.67,,11.03,7373.07,,,11.03,7373.07,,11.03,,,,,,,,11.14,,11.14,,,,11.14,3.71,7.43,,,,,10.93,,10.93,,,,10.93,3.26,7.67,,,,,11,,11,,,,11,2.41,8.59,,,,,11.39,,11.39,,,,11.39,2.34,9.05,,,,,11.09,,11.09,,,,11.09,2.28,8.81
Deutsche Bank A G,,,16.45,4466.33,,,16.45,4466.33,27144.36,16.45,,,,15.03,,15.03,5023.09,,,15.03,5023.09,,15.03,,,,15.1,,14.12,5781.67,,,14.12,5781.67,40954.07,14.12,,,,15.33,,14.08,7076.74,,,14.08,7076.74,50258.69,14.08,14.08,,13.39,0,,0,0,14.84,8503.2,14.84,8503.2,0,0,14.84,,14.23,,,,,15.62,9452.94,15.62,9452.94,,,15.62,,15.03,,,,,13.73,10151.75,13.73,10151.75,,,13.73,0.7,13.03,,,,,15.38,10321.98,15.38,10321.98,,,15.38,0.65,14.73,,,,,15.22,11509.68,15.22,11509.68,,,15.22,0.59,14.63,,,,,16.03,15533.4,16.03,15533.4,,,16.03,0.66,15.37,,,,,14.93,16019.26,14.93,16019.26,,,14.93,0.82,14.11,,,,,17.28,19345.36,17.28,19345.36,,,17.28,1.47,15.81,,,,,16.18,19795.44,16.18,19795.44,,,16.18,1.45,14.73,,,,,15.41,20031.13,15.41,20031.13,,,15.41,1.27,14.14,,,,,16.26,24148.77,16.26,24148.77,,,,,
