,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone
Indusind Bank Ltd.,2706.99,3294.76,,2.29,715.95,,,6.82,2.88,690.71,2511.29,23.46,85.29,3589.36,4305.88,94.37,2.73,982.55,,,6.32,3.47,947.93,3168.41,25.42,84.98,5359.2,6372.01,9.84,2.69,944.44,,,8.06,3.33,1268.04,4923,22.77,88.39,6983.23,8346.19,15.06,2.82,1817.65,,,8.49,3.43,1682.94,6434.6,23.1,88.33,8253.53,10144.07,48.34,3.33,2459.89,,,8.17,3.71,2087.13,7537.52,23.89,86.28,9691.97,12308.32,15.81,3.28,3150.75,,,7.92,3.65,2743.22,9014.91,26.09,85.74,11871.75,15168.71,72.83,3.46,4032.09,,,7.25,3.71,3515.59,10900.28,27.29,84.61,14405.67,18577.17,76.26,3.54,5340.25,,,6.41,3.99,4592.38,12966.81,29.23,82.54,17280.76,22030.87,55.02,3.5,6472.21,,,5.98,3.99,5379.81,15283.99,29.2,82.95,22261.15,27909.04,100.16,3.41,7815.77,,,6.58,3.8,6175.82,19764.26,25.1,80.32,28782.83,35742.74,193.32,3.77,10113.06,,,6.51,4.14,7959.37,25158.39,25.41,80.31,28999.8,35558.4,211.65,3.71,10904.79,,,5.38,4.17,8054.42,24135.13,24.61,73.76,30822.44,38220.52,564.79,3.56,11908.45,,,4.78,4.11,9238.07,25426.07,27.49,75.65,36367.91,44619.14,746.25,3.5,13303.09,,,5.32,4.27,11038.56,30196.36,29.65,81.11,45748.21,55139,766.43,3.37,14427.34,,,6.35,4.28,13838.81,39520.55,29.96,85.56
Industrial & Commercial Bank Of China Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.13,98.99,0.21,4.19,42.01,,,,,26.01,55.5,34.28,73.15,109.8,135.2,,4.74,69.15,,,,,31.55,64.99,30.52,62.87,106.24,142.96,,5.83,70.83,,,,,35.87,67.32,32.42,60.85,107.02,150.4,,3.05,44.99,,,,,46.43,100.63,33.2,71.96,173.12,198.14,,1.61,32.06,,,,,41.63,157.96,23.17,87.9,238.44,279.59,,1.65,70.12,,,,,47.01,207.85,19.34,85.53,234.86,274.32,,2.05,71.95,,,,,51.75,197.57,21.33,81.45,229.44,272.31,0.37,3.39,127.54,,,,,45.85,141.75,21.15,65.38,164.58,226.74,21.72,2.16,52.8,,,,,56.77,138.08,32.93,80.08,219.42,245.84,,,27.63,,,,,54.95,216.82,23.78,93.85
Industrial Bank Of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.71,19.66,,3.45,8.29,,,,,9.16,9.88,61.03,65.82,18.17,22.39,,3.19,8.93,,,,,10.79,12.12,60.89,68.4,20.47,27.13,,3.51,11.6,,,,,12.09,14.29,56.84,67.18,29.1,38.17,0.21,4.76,21.26,,,,,12.37,14.86,45.88,55.12,39.79,52.09,,5.45,35.15,,,,,12.71,15.04,40.46,47.88
"J P Morgan Chase Bank, National Association",125.79,270.4,1.17,6.72,124.06,,,,,35.88,140.37,18.17,71.08,279.28,502.78,0.88,8.01,245.11,,,,,62.14,247.39,15.69,62.47,451.35,848.22,3.31,9.56,513.39,,,,,119.31,329.66,19.91,55.02,513.21,1262.9,109.61,12.16,718.93,,,,,135.64,407.99,16.56,49.81,438.11,621.76,9.24,-0.06,31.08,,,,,157.66,569.63,25.82,93.27,745.31,1370.32,0.19,6.1,839.97,,,,,201.39,488.68,22.74,55.19,1192.76,1552.46,2.53,5.17,877.53,,,,,206.65,659.89,19.56,62.47,1545.14,2110.38,3.4,5.25,1148.53,,,,,211.74,953.99,14.73,66.36,1537.38,2467.94,0.19,6.14,1426.59,,,,,220.93,1036.47,13.35,62.64,1731.91,2655.06,0.03,6.27,1514.58,,,,,235.41,1090.83,13.2,61.15,1846.87,2637.73,1.76,4.83,1384.45,,,,,235.03,1246.33,12.15,64.42,1794.86,2816.17,0.03,4.56,1721.18,,,,,280.75,1078.1,15.06,57.84,1570.34,2761.37,0.04,4.58,1802.6,,,,,317.31,923.79,18.46,53.75,2370.1,3545.57,0.05,4.64,2369.27,,,,,393.57,1159.13,17.66,52.02,2658.89,3614.53,30.9,4.07,2382.17,,,,,482.4,1179.82,20.71,50.65
J S C Vtb Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83,6.97,,,0,,,,,6.88,6.88,94.77,94.77,5.23,6.62,0.07,-1.97,-2.25,,,,,7.35,7.35,91.99,91.99,6.88,8.01,0.12,-1.26,-1.56,,,,,8.43,8.45,91.53,91.75,11.96,12.95,0.01,2.45,2.95,,,,,9.54,9.73,79.17,80.75,13.41,15.78,0.22,4.31,5.08,,,,,10.09,10.38,76.67,78.88,15.37,19.98,0.34,5.08,7.26,,,,,11.99,12.27,70.78,72.43,15.35,17.5,0.19,4.46,6.2,,,,,10.7,10.93,61.81,63.14,10.11,10.95,0.02,-1.58,-1.96,,,,,12.63,12.63,71.56,71.56,9.69,14.33,1.24,-2.54,-4.08,,,,,14.03,14.03,94.29,94.29,2.63,2.71,0.01,-11.09,-10.87,,,,,13.51,13.51,53.5,53.5,0.01,0.05,,,-10.72,,,,,10.66,10.66,98.98,98.98,2.61,18.83,,,3.65,,,,,7.43,7.43,99.07,99.07
Jain Sahakari Bank Ltd.,7.46,7.74,0.11,,0.4,,,,,1.97,7.08,26.09,93.77,6.97,7.31,0.13,,0.15,,,,,2.08,6.88,29.05,96.09,7.61,7.96,0.13,,0.09,,,,,2.15,7.61,27.78,98.32,5.77,6.32,0.11,,-0.85,,,,,2.36,6.89,30.85,90.07,5.21,6.49,0.14,,0.19,,,,,2.3,5.99,37.34,97.24,5.57,6.71,0.19,1.29,0.61,,,,,2.31,5.75,39.09,97.29,6.62,7.18,0.22,1.63,0.89,,,,,2.28,5.69,37.56,93.74,17.3,18.68,1.38,1.31,1.07,,,6.73,,5.04,15.91,29.63,93.53,17.94,20.59,2.65,1.31,0.04,,,6.73,,5.93,17.57,31.75,94.06,17.55,18.91,1.36,1.02,-0.29,,,6.41,,6.79,17.5,37.35,96.26,17.78,19.08,1.3,1.09,0.87,,,6.24,,6.06,16.5,34.47,93.86,16.23,17.18,0.95,0.06,-0.83,,,6.55,,6.31,16.7,36.84,97.49,14.18,16.18,2,,-1.38,,,6,,5.91,15.33,38.13,98.9,12.74,13.52,0.44,,-1.17,,,5.5,2.53,5.87,14.07,40.91,98.05,11.85,12.4,0.42,0.07,-0.68,,,5.16,3.09,5.7,12.46,44.99,98.34
Jammu & Kashmir Bank Ltd.,3056.88,3511.94,93.9,2.54,903.13,,,5.24,3.04,540.43,2477.98,18.02,82.61,3713.13,4077.89,100.23,2.57,1008.22,,,5.05,,721.01,2931.51,20.82,84.66,4835.58,5169.7,117.53,2.66,1240.5,,,5.92,,758.2,3767.72,17.36,86.29,6136.8,6620.53,127.45,2.92,1668.4,,,6.87,,939.29,4774.95,16.88,85.8,6767.01,7157.29,128.87,2.8,1770.9,,,6.7,4.16,1097.14,5179.66,18.36,86.69,7061.13,7690.27,274.89,2.53,1560.94,,,6.72,3.81,1314.55,5724.77,18.3,79.71,6843.57,7347.6,130.03,2.29,1537.69,,,6.34,3.85,1482.22,5615.89,21.38,81.02,6685.8,7178.67,158.46,1.62,1080.69,,,5.87,3.38,1625.39,5854.44,18.45,66.44,6621.4,7262.6,243.86,1.68,1122.88,,,5.01,3.65,1887.68,5653.67,26.74,80.08,7675.56,8598.12,372.7,1.8,1371.26,,,4.9,,2374.57,6666.2,29.2,81.96,8446.29,9091.66,251.27,1.48,1300.72,,,4.96,,2602.15,7364.37,25.43,71.98,8111.08,8846.23,248.56,1.4,1348.2,,,4.1,,2744.6,7112.54,32.62,84.53,8013.47,8838.44,445.15,0.88,638.82,,,3.65,,3448.9,7589.12,41.37,91.03,9355.1,10201.77,543.62,1.37,1341.92,,,3.79,,3486.03,8113.08,38.71,90.1,11212.37,12474.98,470.78,1.58,1561.97,,,4.57,,3777.81,9792.24,35.28,91.45
Jana Small Finance Bank Ltd.,10.47,11.89,0.12,,-2.67,,,,,9.99,13.83,57.75,79.94,12.48,16.31,0.08,,-1.51,,,,,11.08,15.99,59.57,85.97,38.99,47.65,0.15,,1.03,,,,,33.49,44.35,67.21,89,151.22,169.48,0.63,,28.59,,,,,70.94,137.35,46.85,90.71,367.59,408.98,1.75,,89.25,,,,,143.11,310.29,39.94,86.59,664.18,757.01,4.05,,130.1,,,,,272.74,606.64,39.94,88.83,1548.78,1784.54,9.1,,326.56,,,,,561.64,1413.54,34.58,87.03,2821.98,2978.46,4.65,4.3,555.08,,,,,1127.54,2356.87,40.15,83.92,1554.79,1710.37,0.88,-8.38,-1011.75,,,,,1371.35,2535.24,32.54,60.16,1250.54,1373.09,0.54,-4.87,-586.23,,,,,1031.8,1845.43,31.06,55.55,1991.52,2429.52,0.04,2.44,113.63,,,,,1071.56,2051.72,44.66,85.51,2497.7,2747.25,0.9,2.77,404.51,,,,,964.63,2199.61,36.22,82.6,2726.53,3099.25,13.28,2.84,504.63,,,,,1058.01,2394.75,34.2,77.4,3075.02,3723.23,51.2,4.43,692.91,,,,,1215.84,2630.83,35.07,75.88,4013.05,4891.36,54.62,4.22,880.09,,,,,1542.94,3566.51,36.55,84.48
Janakalyan Sahakari Bank Ltd.,84.02,93.65,4.8,-0.21,-9.91,,,6.44,,31.31,95.17,31.56,95.92,104.63,112.79,5.39,0.56,1.4,,,6.69,,29.62,103.4,27.63,96.44,117.36,125.81,5.98,0.17,-3.39,,,6.88,,30.65,119.79,24.85,97.13,136.53,157.33,6.67,0.88,7.92,,,6.27,,35.94,127.29,27.25,96.5,160.81,177.84,5.99,1.13,15.01,,,13.42,,36.5,146.16,27.04,108.27,169.54,209.59,11,1.06,5.33,,,12.93,,49.2,175.87,26.83,95.9,206.91,230.53,9.22,0.68,13.17,,,7.34,,51.05,200.13,23.98,94.02,204.61,219.87,8.06,0.62,4.04,,,7.18,,51.89,200.38,23.85,92.08,202.38,217.23,10.06,0.54,6.53,,,6.64,,51.61,195.73,26.11,99.01,209.5,244.77,10.21,0.89,0.9,,,6.18,,55.81,208.08,23.3,86.87,220.43,252.25,10.17,1.24,10.97,,,5.87,,57.6,206.03,24.54,87.77,200,253.36,9.34,0.61,3.26,,,5.8,,65.48,193.31,26.91,79.44,180.81,234.91,7.53,0.8,9.28,,,5.44,,53.39,169.51,22.85,72.55,185.16,220.69,4.85,1.35,22.05,,,4.88,3.38,57.5,162.38,26.22,74.05,151.56,205.24,5.68,0.13,-12.51,,,4.45,2.61,62.84,163.75,30.94,80.62
Janaseva Sahakari Bank (Borivli) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52,7.67,0.08,,0.55,,,,,1.8,6.89,25.39,97.18,9.19,9.35,0.09,,2.56,,,,,2.14,6.45,28.96,87.28,18.82,19.85,0.54,1.16,1.99,,,6.45,,4.57,16.45,26.37,94.92,20.49,21.59,0.6,1.92,4,,,5.89,,4.87,16.28,26.67,89.16,24.81,25.96,0.65,2.51,5.91,,,6.28,,5.38,18.76,24.88,86.77,27.22,28.78,0.89,2.11,5.03,,,6.49,,6.67,22.22,27.08,90.22,67.6,75.5,0.62,0.86,4.32,,,7.25,,20.08,69.32,27.48,94.85,63.79,67.75,0.47,0.55,-3.59,,,6.42,,20.49,69.6,29.4,99.86,65.09,74.08,0.4,0.9,5.93,,,6.25,,19.74,66.18,28.52,95.62,61.39,67.86,0.29,0.54,3.73,,,6.54,,20.17,63.03,30.39,94.95,48.57,54.33,0.16,-0.45,-3.95,,,5.96,2.04,20.16,57.31,36.46,103.63,47.15,50.5,0.15,0.04,-2.09,,,5.08,3.07,18.82,51.44,29.77,81.38,45.55,49.39,0.56,0.01,-2.11,,,4.81,3.31,20.07,49.88,39.45,98.03
Janata Sahakari Bank Ltd.,114.41,120.04,0.97,,4.42,,,,,26.35,113.42,22.98,98.92,132.32,154.37,1.48,,-5.29,,,,,38.66,142.29,26.91,99.05,150.92,167.92,3.36,,4.07,,,,,32.82,151.72,21.21,98.04,158.24,189.19,4.9,0.24,-0.75,,,,,34.84,183.31,18.84,99.12,130.51,167.61,5.38,0.43,2.54,,,,,32.68,155.19,20.83,98.92,134.36,163.48,6.73,-33,-10.55,,,,,33.09,151.66,21.38,97.98,860.94,901.08,18.07,1.53,116.41,,,8.34,,129.57,748.71,16.18,93.48,868.52,931.54,19.14,1.46,116.5,,,7.64,,142.58,776.33,17.61,95.89,844.53,895.97,19.85,1.47,87.34,,,6.8,,143.52,770.34,16.47,88.38,808.49,863.66,26.68,1.44,90.21,,,6.47,,147.69,724.92,19.32,94.85,781.75,872.6,25.92,1.3,82.24,,,6.41,,155.09,737.44,18.76,89.19,769.55,921.72,25.75,1.96,138.04,,,5.9,2.29,147.99,697.68,16.1,75.9,686.7,763.87,31.57,1.21,70,,,4.99,2.33,170.03,645.76,25.41,96.51,699.08,755.83,35.35,1.4,104.28,,,4.55,2.91,172.41,599.21,28.46,98.91,744.66,814.28,32.66,1.25,84.51,,,5.04,2.65,180.57,664.57,23.61,86.91
K B C Bank N V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.59,0.01,,-0.36,,,,,0.9,0.9,79.65,79.65,8.88,27.62,0.01,,2.57,,,,,7.72,23.27,30.03,90.51,16.88,59.64,0.02,,3.43,,,,,9.29,55.4,15.92,94.94,7.58,21.77,0.02,-5.01,-13.02,,,,,7.55,33.86,21.49,96.38
Kalupur Commercial Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.49,41.51,0.54,,8.92,,,,,8.33,31.64,23.8,90.4,49.5,51.29,0.65,,12.54,,,,,8.83,37.33,23.18,97.98,65.74,68.35,0.79,,10.4,,,,,15.68,56.1,27.43,98.15,90.71,94.02,1.1,,24.83,,,,,10.33,66.86,14.62,94.6,134.73,139.33,1.3,,25.75,,,,,10.52,110.89,8.72,91.93,146.94,154.15,3.06,4.42,52.41,,,8.89,,14.53,95.74,13.08,86.21,130.97,136.29,3.79,3.82,50.78,,,8.11,,16.12,78.49,16.95,82.53
Kalyan Janata Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.08,216.36,8.34,1.52,25.67,,,7.62,,42.64,176.61,21.11,87.45,231.39,245.63,7.95,1.31,25.17,,,7.61,,48.72,206.83,21.76,92.37,261.63,290.54,10.39,1.27,23.6,,,7.09,,70.3,250.34,25.01,89.07,261.06,286.09,11.55,1.08,18.87,,,6.38,,66.59,240.17,25.51,92.02,277.71,315.02,11.16,1.03,19.97,,,6.25,,69.94,256.64,24.55,90.1,275.24,304.98,11.83,0.78,14.71,,,6.17,,72.63,265.94,25.54,93.51,260.97,309.45,10.14,0.87,19.21,,,5.62,2.25,72.77,255.58,25.82,90.69,249.65,287.16,10.26,0.67,11.34,,,4.88,2.57,81.39,241.49,31.06,92.16,244.61,272.37,13.68,0.84,5.35,,,4.55,2.71,87.72,236.83,37.25,100.56
Kapol Co-Op. Bank Ltd.,45.48,55.86,0.91,0.69,-1.41,,,5.59,,17.9,49.59,34.1,94.48,55.48,63.79,0.79,1.05,6.43,,,5.58,,19.34,54.05,34.52,96.48,64.5,72.94,0.76,0.54,3.56,,,6.93,,21.79,66.93,32.1,98.59,74.23,85.75,4.73,0.44,-2.39,,,7.05,,25.41,79.69,30.02,94.16,86.29,97.33,0.74,1.09,9.61,,,6.32,,27.09,83.86,28.82,89.21,114.57,127.43,5.02,,0.92,,,,,33.82,117.12,27.43,95,104.02,115.72,4.39,,-9.75,,,,,36.44,116.64,29.68,95.01,85,97.21,3.59,,-21.2,,,,,37.47,106.37,34.1,96.81,44.46,51.11,2.81,,-26.69,,,,,33.17,72.35,44.14,96.27,19.85,22.12,0.68,-3.82,-32.16,,,5.47,,28.68,51.62,53.6,96.47,14.06,16.01,0.38,-3.79,-22.37,,,4.57,,18.14,36.79,47.14,95.61,13.63,15.72,0.25,-3.74,-20.83,,,4.07,,18.88,35.08,50.7,94.2,10.06,12.23,0.18,-5.83,-18.7,,,3.46,-354.44,15.76,29.47,42.66,79.78,13.01,15.62,0.19,-5.83,-9.88,,,3.46,5.63,14.21,23.71,36.33,60.62,7.14,12.88,0.11,-2.19,-12.28,,,3.18,1.98,13.9,19.62,65.81,92.9
Karad Urban Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.47,47.1,7.39,1.19,-2.33,,,7.9,,10.62,39.84,23.32,87.48,38.71,40.74,0.76,0.28,0.54,,,6.81,,10.32,37.15,25.56,92,309.06,335.79,7,1.46,6.11,,,7.09,,61.94,312.16,19.06,96.07,299.69,341.95,8.63,1.34,6.97,,,6.79,,61.5,286.15,19.93,92.75,283.71,326.43,8.79,1.3,23.42,,,6.74,,74.76,269.13,25.46,91.67,274.51,313.72,4.5,1.84,57.17,,,,3.21,70.12,245.02,26.85,93.83,251.95,271.6,2.16,1.36,39.91,,,5.36,3.13,66.05,221.14,28.14,94.22,266.12,285.39,1.93,1.7,48.89,,,5.06,3.68,71.3,220.95,30.64,94.94
Karnataka Bank Ltd.,1975.98,2372.91,45.48,1.04,233.38,,,,,363.81,2071.61,16.49,93.92,2370.84,2662.59,56.85,1.24,292.47,,,,,460.87,2258.16,18.75,91.87,3100.99,3447.27,80.7,1.52,375.74,,,,,546.28,2965.97,17.06,92.65,3764.29,4195.06,125.83,1.63,542.63,,,,,610.61,3471.16,15.87,90.23,4188.83,4699.11,149.26,1.56,509.06,,,,,817.67,3977.42,18.63,90.64,4698.41,5279.3,134.92,1.56,684.02,,,,,885.21,4414.78,18.34,91.44,4992.21,5535.98,213.57,1.57,628.69,,,,,948.98,4651.49,18.53,90.84,5185.4,6033.15,210.22,1.63,781.92,,,,2.79,1254.41,4953.14,22.48,88.75,5423.76,6473.61,364.15,2.23,972.27,,,,3.18,1328.04,4991.85,21.6,81.19,5905.96,6921.37,387.7,1.94,1020.93,,,,2.93,1415.73,5444.75,21.97,84.49,6474.77,7742.11,431.66,2.04,1230.82,,,,2.84,1571.45,6015.87,21.5,82.29,6232.41,7737.67,499.36,2.35,1410.81,,3.76,5.29,2.91,1605.59,5749.33,22.13,79.25,6221.66,7282.99,568.32,1.83,1066.53,,4.18,4.66,3.18,1737.23,5574.19,25.64,82.28,7220.23,8518.05,582.75,2.47,1625.77,,4.79,4.62,3.7,1883.05,6100.35,25.66,83.14,8298.52,9633.16,581.49,2.02,1581.39,,4.57,5.32,3.51,2382.53,7382.32,28.61,88.66
Karur Vysya Bank Ltd.,1757.95,2005.23,14.93,2.42,440.2,,,7.13,3.23,326.03,1526.72,19.53,91.46,2217.69,2483.37,29.36,2.47,551.32,,,6.67,3.39,400.51,1870.63,19.37,90.47,3270.37,3638.1,59.48,2.26,624.64,,,8.11,3.08,486.19,2880.76,15.59,92.37,4242.43,4736.29,64.04,2.08,825.42,,2.41,8.3,3.03,688.92,3772.89,16.46,90.13,5115.96,5686.86,88.63,1.67,535.98,,2.09,0,2.64,918.76,4964.26,17.48,94.43,5395.88,6071.53,68.32,1.78,969.52,,,7.96,2.91,1005.19,4935.17,17.9,87.88,5443.42,6217.43,98.11,2.24,1205.52,,,7.4,3.43,1102.31,4764.34,19.51,84.33,5622.36,6440.49,58.27,2.59,1473.3,,,6.6,3.7,1199.07,4786.59,20.55,82.04,5699.65,6640.38,137.56,2.74,1548.2,,,5.99,3.86,1335.46,4828.05,21.22,76.7,5815.82,6813.34,194.27,2.49,1446.21,,,5.8,3.67,1513.58,5035.64,22.92,76.27,5989.98,7157.05,131.57,2.4,1565.41,,,5.76,3.44,1622.83,5341.19,23.44,77.16,5593.16,6680.2,121.62,1.94,1150.29,,,4.96,3.4,1862.69,5137.37,29.47,81.28,5723.41,6627.74,146.59,2.08,1488.41,,,4.27,4.18,1735.04,4717.02,29.14,79.22,6624.11,7853.18,346.98,2.85,2025.38,,,4.27,4.18,1926.31,5197.04,28.55,77.03,8307.56,10408.81,457.18,2.88,2215.99,,,5.19,4.19,2538.49,7494.82,28.83,85.13
Kerala Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kokan Mercantile Co-Op. Bank Ltd.,21.43,24.17,0.23,1.04,1.69,,,4.63,,8.42,19.52,39.66,91.95,23,24.98,0.1,0.93,1.94,,,4.51,,9.15,21.07,39.24,90.35,29.77,32.6,0.25,0.9,4.14,,,4.4,,10.93,23.94,36.68,80.34,34.8,37.35,0.25,0.94,4.68,,,4.99,,12.34,28.76,35.79,83.41,37,39.06,0.26,1.82,4.83,,,5.53,,12.05,31.3,33.2,86.25,38.03,40.12,0.2,1.39,3.43,,,5.33,,14.17,34.05,37.05,89.02,48.12,50.25,0.05,1.72,7.2,,,5.64,,15.96,40.87,34.37,88.02,58.06,65.47,0.03,0.98,6.13,,,6.39,,21.25,53.75,36.72,92.88,58.65,69.93,0.03,2.2,15.39,,,6.17,,21.21,53.01,36.96,92.37,61.91,68.05,0.04,2.84,11.45,,,5.54,,22.73,53.48,35.06,82.48,64.45,69.01,0.03,1.93,8.59,,,4.84,,26.12,55.13,40.4,85.27,62.22,66.55,0.04,1.05,3.88,,,5.09,,27.92,58.89,45.26,95.46,59.33,69.23,0.02,-0.1,9.97,,,4.75,4.28,23.6,55.84,32.89,77.83,55.69,60.78,0.02,-0.31,-3.05,,,4.55,3.61,25.29,59.53,40.24,94.72,64.89,68.61,0.02,0.11,-0.21,,,4.28,3.67,26.59,65.49,38.82,95.61
